Year,Month,pagecount_all_views,pagecount_desktop_views,pagecount_mobile_views,pageview_all_views,pageview_desktop_views,pageview_mobile_views,pagecount_all_views,pagecount_desktop_views,pagecount_mobile_views,pageview_all_views,pageview_desktop_views,pageview_mobile_views
2015,10,8781786976,5535704471,3246082505,7746031887,4477532755,3268499132,8781.786976,5535.704471,3246.082505,7746.031887,4477.532755,3268.499132
2015,11,8515190628,5296956116,3218234512,7524321290,4287720220,3236601070,8515.190628,5296.956116,3218.234512,7524.32129,4287.72022,3236.60107
2015,12,8651858036,5264446173,3387411863,7476287344,4100012037,3376275307,8651.858036,5264.446173,3387.411863,7476.287344,4100.012037,3376.275307
2016,1,9309261244,5569632502,3739628742,8154016303,4436179457,3717836846,9309.261244,5569.632502,3739.628742,8154.016303,4436.179457,3717.836846
2016,2,8680940753,5347709361,3333231392,7585859457,4250997185,3334862272,8680.940753,5347.709361,3333.231392,7585.859457,4250.997185,3334.862272
2016,3,8827529692,5407676056,3419853636,7673274617,4286590426,3386684191,8827.529692,5407.676056,3419.853636,7673.274617,4286.590426,3386.684191
2016,4,8873620523,5572235399,3301385124,7408147859,4149383857,3258764002,8873.620523,5572.235399,3301.385124,7408.147859,4149.383857,3258.764002
2016,5,8748968139,5330532334,3418435805,7586811330,4191778094,3395033236,8748.968139,5330.532334,3418.435805,7586.81133,4191.778094,3395.033236
2016,6,8347710510,4975092447,3372618063,7243630656,3888839711,3354790945,8347.71051,4975.092447,3372.618063,7243.630656,3888.839711,3354.790945
2016,7,8864627560,5363966439,3500661121,7834439589,4337865827,3496573762,8864.62756,5363.966439,3500.661121,7834.439589,4337.865827,3496.573762
2016,8,,,,8210865519,4695046216,3515819303,,,,8210.865519,4695.046216,3515.819303
2016,9,,,,7528292279,4135006498,3393285781,,,,7528.292279,4135.006498,3393.285781
2016,10,,,,7871021581,4361737690,3509283891,,,,7871.021581,4361.73769,3509.283891
2016,11,,,,7983113161,4392068236,3591044925,,,,7983.113161,4392.068236,3591.044925
2016,12,,,,7986152433,4209608578,3776543855,,,,7986.152433,4209.608578,3776.543855
2017,1,,,,8753941940,4521980398,4231961542,,,,8753.94194,4521.980398,4231.961542
2017,2,,,,7738463562,4026702163,3711761399,,,,7738.463562,4026.702163,3711.761399
2017,3,,,,8223465891,4319971902,3903493989,,,,8223.465891,4319.971902,3903.493989
2017,4,,,,7591080111,3951456992,3639623119,,,,7591.080111,3951.456992,3639.623119
2017,5,,,,7874558299,4187870579,3686687720,,,,7874.558299,4187.870579,3686.68772
2017,6,,,,7123934190,3604550997,3519383193,,,,7123.93419,3604.550997,3519.383193
2017,7,,,,7290503797,3565444544,3725059253,,,,7290.503797,3565.444544,3725.059253
2017,8,,,,7196978615,3575572313,3621406302,,,,7196.978615,3575.572313,3621.406302
2017,9,,,,7079052261,3547447892,3531604369,,,,7079.052261,3547.447892,3531.604369
2017,10,,,,7580772181,3907651639,3673120542,,,,7580.772181,3907.651639,3673.120542
2017,11,,,,7486072984,3816060923,3670012061,,,,7486.072984,3816.060923,3670.012061
2017,12,,,,7470527400,3640391096,3830136304,,,,7470.5274,3640.391096,3830.136304
2018,1,,,,8371116060,4111833689,4259282371,,,,8371.11606,4111.833689,4259.282371
2018,2,,,,7360334422,3634653694,3725680728,,,,7360.334422,3634.653694,3725.680728
2018,3,,,,8015146182,3965271925,4049874257,,,,8015.146182,3965.271925,4049.874257
2018,4,,,,7690353530,3762955419,3927398111,,,,7690.35353,3762.955419,3927.398111
2018,5,,,,7764840918,3675652396,4089188522,,,,7764.840918,3675.652396,4089.188522
2018,6,,,,7256416175,3278649434,3977766741,,,,7256.416175,3278.649434,3977.766741
2018,7,,,,7723165341,3457051589,4266113752,,,,7723.165341,3457.051589,4266.113752
2018,8,,,,7586492950,3399130789,4187362161,,,,7586.49295,3399.130789,4187.362161
2018,9,,,,7410952475,3433832231,3977120244,,,,7410.952475,3433.832231,3977.120244
2018,10,,,,7714396331,3640606578,4073789753,,,,7714.396331,3640.606578,4073.789753
2018,11,,,,7481996602,3448616562,4033380040,,,,7481.996602,3448.616562,4033.38004
2018,12,,,,7668741075,3379686909,4289054166,,,,7668.741075,3379.686909,4289.054166
2019,1,,,,8213615007,3616017826,4597597181,,,,8213.615007,3616.017826,4597.597181
2019,2,,,,7263031930,3244921935,4018109995,,,,7263.03193,3244.921935,4018.109995
2019,3,,,,7846676922,3439386600,4407290322,,,,7846.676922,3439.3866,4407.290322
2019,4,,,,7591898410,3330234244,4261664166,,,,7591.89841,3330.234244,4261.664166
2019,5,,,,7778725447,3364959217,4413766230,,,,7778.725447,3364.959217,4413.76623
2019,6,,,,7272603509,2986618238,4285985271,,,,7272.603509,2986.618238,4285.985271
2019,7,,,,7697923994,3140657554,4557266440,,,,7697.923994,3140.657554,4557.26644
2019,8,,,,7511637741,2979881198,4531756543,,,,7511.637741,2979.881198,4531.756543
2019,9,,,,7499320841,3061362632,4437958209,,,,7499.320841,3061.362632,4437.958209
